transaction_id,purchase_datetime,customer_id,product_id,quantity,unit_price,discount_rate,store_id
1,2023-01-01 04:28:00,7221,11,2,232,0.1,4
2,2023-01-01 04:54:00,434,5,2,459,0.1,6
3,2023-01-01 20:17:00,3491,57,1,1462,0.1,3
4,2023-01-01 23:11:00,8828,42,5,266,0.1,2
5,2023-01-01 08:47:00,7825,44,1,217,0.1,10
6,2023-01-01 05:44:00,7952,22,1,237,0.1,1
7,2023-01-01 05:52:00,2267,19,1,276,0.0,15
8,2023-01-01 08:09:00,1678,51,1,1155,0.1,5
9,2023-01-01 18:27:00,9049,10,3,272,0.0,5
10,2023-01-01 04:43:00,2939,32,5,771,0.1,7
11,2023-01-01 06:30:00,8628,19,3,276,0.05,8
12,2023-01-01 17:49:00,1783,30,3,249,0.0,5
13,2023-01-01 14:47:00,8819,42,1,266,0.1,2
14,2023-01-01 09:54:00,766,21,4,216,0.05,12
15,2023-01-01 04:15:00,6063,13,2,298,0.05,8
16,2023-01-01 03:45:00,5192,42,1,266,0.0,6
17,2023-01-01 10:29:00,7332,56,3,1277,0.05,12
18,2023-01-01 02:03:00,7285,9,1,257,0.0,9
19,2023-01-01 03:42:00,5893,23,1,294,0.0,3
20,2023-01-01 06:40:00,403,56,3,1277,0.1,7
21,2023-01-01 12:54:00,4422,24,2,262,0.05,11
22,2023-01-01 13:34:00,8612,51,1,1155,0.05,15
23,2023-01-01 08:27:00,9809,48,3,247,0.1,2
24,2023-01-01 13:11:00,2850,60,2,1882,0.0,12
25,2023-01-01 10:56:00,3145,13,6,298,0.0,3
26,2023-01-01 09:48:00,4291,34,1,550,0.1,5
27,2023-01-01 03:09:00,4692,8,2,277,0.1,12
28,2023-01-01 13:54:00,4482,16,1,234,0.0,12
29,2023-01-01 07:34:00,8248,44,2,217,0.1,7
30,2023-01-01 14:32:00,489,40,1,485,0.0,7
31,2023-01-01 02:51:00,4544,34,1,550,0.1,11
32,2023-01-01 04:43:00,8872,27,2,212,0.0,14
33,2023-01-01 10:39:00,1479,54,6,1302,0.0,14
34,2023-01-01 02:07:00,1012,35,2,797,0.1,8
35,2023-01-01 15:01:00,7094,33,3,620,0.0,5
36,2023-01-01 18:42:00,1994,37,2,472,0.1,3
37,2023-01-01 17:28:00,4664,36,3,495,0.1,12
38,2023-01-01 03:13:00,3314,42,2,266,0.1,5
39,2023-01-01 03:58:00,4893,1,3,662,0.1,10
40,2023-01-01 12:50:00,1320,2,3,557,0.1,3
41,2023-01-01 08:21:00,8771,39,1,455,0.0,8
42,2023-01-01 13:06:00,7283,56,3,1277,0.0,10
43,2023-01-01 21:35:00,7061,53,3,3222,0.0,5
