transaction_id,purchase_datetime,customer_id,product_id,quantity,unit_price,discount_rate,store_id
50001,2023-12-13 07:31:00,2095,59,3,3086,0.3,5
50002,2023-12-13 07:05:00,4114,37,12,472,0.0,1
50003,2023-12-13 00:23:00,6953,25,4,260,0.1,13
50004,2023-12-13 17:31:00,6244,32,8,771,0.1,8
50005,2023-12-13 21:10:00,3813,52,2,1006,0.3,1
50006,2023-12-13 05:22:00,7892,34,12,550,0.0,11
50007,2023-12-13 03:51:00,2894,9,5,257,0.3,5
50008,2023-12-13 19:16:00,3876,3,2,655,0.0,6
50009,2023-12-13 15:05:00,5909,55,1,1599,0.1,9
50010,2023-12-13 19:52:00,6710,2,1,557,0.3,1
50011,2023-12-13 17:45:00,3699,48,2,247,0.3,3
50012,2023-12-13 06:48:00,7692,8,1,277,0.0,1
50013,2023-12-13 12:25:00,5775,24,1,262,0.0,9
50014,2023-12-13 03:02:00,675,40,8,485,0.1,12
50015,2023-12-13 21:35:00,5682,40,12,485,0.1,8
50016,2023-12-13 13:46:00,2149,4,4,664,0.0,5
50017,2023-12-13 03:23:00,3520,51,4,1155,0.1,15
50018,2023-12-13 04:49:00,3477,38,4,390,0.3,7
50019,2023-12-13 06:58:00,1989,47,1,286,0.1,14
50020,2023-12-13 16:48:00,2880,48,2,247,0.0,3
50021,2023-12-13 12:15:00,675,25,3,260,0.1,11
50022,2023-12-13 18:52:00,2507,44,1,217,0.0,15
50023,2023-12-13 05:44:00,9661,27,3,212,0.1,7
50024,2023-12-13 19:35:00,4756,16,1,234,0.1,9
50025,2023-12-13 19:43:00,9828,14,1,247,0.0,15
50026,2023-12-13 09:16:00,5466,41,5,227,0.0,9
50027,2023-12-13 15:52:00,5648,38,8,390,0.0,3
50028,2023-12-13 22:57:00,2711,59,1,3086,0.3,14
50029,2023-12-13 06:43:00,5888,18,1,222,0.0,2
50030,2023-12-13 05:20:00,3712,7,3,232,0.3,11
50031,2023-12-13 22:56:00,1325,60,1,1882,0.1,11
50032,2023-12-13 00:45:00,2362,53,1,3222,0.3,15
50033,2023-12-13 01:47:00,3848,39,4,455,0.1,1
50034,2023-12-13 07:36:00,2128,39,8,455,0.1,3
50035,2023-12-13 21:47:00,3573,51,2,1155,0.3,14
50036,2023-12-13 07:19:00,4720,41,2,227,0.1,3
50037,2023-12-13 12:28:00,8415,28,1,288,0.3,12
50038,2023-12-13 19:52:00,3887,13,3,298,0.3,9
50039,2023-12-13 08:00:00,8269,34,8,550,0.3,6
50040,2023-12-13 04:18:00,3435,19,2,276,0.0,1
50041,2023-12-13 01:16:00,8315,55,2,1599,0.0,6
50042,2023-12-13 04:21:00,338,25,1,260,0.0,12
50043,2023-12-13 12:27:00,4188,13,1,298,0.3,9
50044,2023-12-13 14:16:00,3075,8,1,277,0.1,7
50045,2023-12-13 17:34:00,3330,28,1,288,0.3,8
50046,2023-12-13 00:00:00,6528,60,5,1882,0.1,1
50047,2023-12-13 09:23:00,6689,19,3,276,0.0,1
50048,2023-12-13 07:58:00,2447,14,2,247,0.3,6
50049,2023-12-13 14:15:00,5816,25,4,260,0.1,1
50050,2023-12-13 22:41:00,1176,29,1,227,0.0,11
50051,2023-12-13 17:23:00,6131,6,2,249,0.3,8
50052,2023-12-13 22:24:00,7776,49,2,297,0.0,5
50053,2023-12-13 10:29:00,4487,5,1,459,0.1,10
50054,2023-12-13 03:00:00,9968,53,2,3222,0.3,9
50055,2023-12-13 23:16:00,6818,55,4,1599,0.1,7
50056,2023-12-13 04:55:00,1097,27,6,212,0.1,5
50057,2023-12-13 19:21:00,9174,29,2,227,0.1,11
50058,2023-12-13 09:14:00,3842,43,1,225,0.1,2
50059,2023-12-13 15:25:00,2976,14,2,247,0.3,5
50060,2023-12-13 11:22:00,8938,48,1,247,0.3,13
50061,2023-12-13 05:30:00,916,8,4,277,0.0,10
50062,2023-12-13 19:55:00,8031,25,3,260,0.1,10
50063,2023-12-13 11:24:00,5909,30,1,249,0.1,12
50064,2023-12-13 10:39:00,6800,57,7,1462,0.3,4
50065,2023-12-13 02:50:00,2284,38,8,390,0.3,3
50066,2023-12-13 11:17:00,1088,50,4,279,0.0,1
50067,2023-12-13 16:19:00,7176,31,4,724,0.1,12
50068,2023-12-13 07:36:00,6027,60,2,1882,0.1,1
50069,2023-12-13 06:01:00,6813,36,4,495,0.3,1
50070,2023-12-13 01:52:00,4175,36,12,495,0.1,1
50071,2023-12-13 05:25:00,5607,49,2,297,0.1,3
50072,2023-12-13 09:53:00,9,18,3,222,0.1,10
50073,2023-12-13 18:25:00,6084,6,1,249,0.0,12
50074,2023-12-13 08:29:00,2066,57,3,1462,0.1,8
50075,2023-12-13 22:03:00,485,2,2,557,0.1,9
50076,2023-12-13 15:33:00,2308,50,1,279,0.0,10
50077,2023-12-13 17:07:00,9079,57,3,1462,0.3,8
50078,2023-12-13 00:55:00,829,34,4,550,0.1,3
50079,2023-12-13 10:42:00,2492,36,4,495,0.3,8
50080,2023-12-13 15:11:00,5605,49,5,297,0.0,5
