transaction_id,purchase_datetime,customer_id,product_id,quantity,unit_price,discount_rate,store_id
100001,2024-11-02 12:19:00,535,39,2,460,0.05,11
100002,2024-11-02 00:10:00,4112,1,1,783,0.0,9
100003,2024-11-02 22:23:00,7509,52,5,1357,0.1,15
100004,2024-11-02 16:51:00,7198,53,1,2402,0.1,4
100005,2024-11-02 02:08:00,5468,16,1,255,0.1,10
100006,2024-11-02 16:14:00,5490,43,1,215,0.0,10
100007,2024-11-02 05:19:00,8379,5,2,512,0.0,15
100008,2024-11-02 18:38:00,9105,18,2,230,0.1,6
100009,2024-11-02 18:03:00,5095,5,2,512,0.05,9
100010,2024-11-02 11:38:00,8189,47,4,248,0.1,5
100011,2024-11-02 05:49:00,7597,21,2,284,0.05,5
100012,2024-11-02 16:50:00,1025,49,3,204,0.0,8
100013,2024-11-02 23:39:00,2280,17,2,233,0.05,7
100014,2024-11-02 12:25:00,4593,23,1,227,0.0,10
100015,2024-11-02 02:01:00,6874,31,2,672,0.0,14
100016,2024-11-02 22:40:00,4060,20,2,206,0.05,1
100017,2024-11-02 07:46:00,2774,9,1,271,0.1,5
100018,2024-11-02 22:20:00,7480,30,4,268,0.1,1
100019,2024-11-02 12:48:00,5458,30,1,268,0.05,11
100020,2024-11-02 07:02:00,3190,23,2,227,0.05,1
100021,2024-11-02 04:22:00,7217,43,1,215,0.05,12
100022,2024-11-02 23:54:00,9965,19,1,249,0.05,5
100023,2024-11-02 09:03:00,2896,20,4,206,0.0,12
100024,2024-11-02 09:13:00,5869,55,2,2794,0.0,1
100025,2024-11-02 10:23:00,6642,56,2,2807,0.1,12
100026,2024-11-02 11:29:00,6350,22,1,276,0.0,8
100027,2024-11-02 07:03:00,1366,37,1,456,0.0,8
100028,2024-11-02 11:04:00,2355,15,4,224,0.1,5
100029,2024-11-02 13:44:00,4798,12,2,259,0.0,8
100030,2024-11-02 02:32:00,7985,4,1,621,0.0,14
100031,2024-11-02 10:57:00,9815,10,3,206,0.05,6
100032,2024-11-02 03:14:00,9469,17,3,233,0.1,5
100033,2024-11-02 21:15:00,9524,11,3,256,0.05,4
100034,2024-11-02 15:17:00,1121,3,4,521,0.1,8
100035,2024-11-02 07:17:00,2334,24,1,258,0.0,4
100036,2024-11-02 06:26:00,1189,47,2,248,0.1,13
100037,2024-11-02 08:34:00,2169,59,1,1557,0.0,7
100038,2024-11-02 13:43:00,9062,21,4,284,0.1,3
100039,2024-11-02 12:19:00,136,4,2,621,0.1,10
100040,2024-11-02 13:04:00,1712,10,2,206,0.1,10
100041,2024-11-02 22:13:00,9249,38,3,494,0.1,13
100042,2024-11-02 11:58:00,9279,33,3,453,0.0,4
100043,2024-11-02 08:39:00,1315,54,3,1427,0.0,7
100044,2024-11-02 08:47:00,9105,38,4,494,0.0,12
100045,2024-11-02 17:41:00,2862,29,1,260,0.05,1
100046,2024-11-02 12:38:00,7442,23,3,227,0.05,2
100047,2024-11-02 03:22:00,2040,35,2,550,0.05,15
100048,2024-11-02 00:44:00,6091,39,3,460,0.05,15
100049,2024-11-02 07:11:00,5296,15,2,224,0.1,1
100050,2024-11-02 05:45:00,2455,11,6,256,0.1,7
100051,2024-11-02 08:54:00,2013,53,1,2402,0.0,2
100052,2024-11-02 16:46:00,6426,20,4,206,0.05,5
100053,2024-11-02 18:22:00,9028,12,2,259,0.05,9
100054,2024-11-02 02:31:00,960,5,1,512,0.1,10
100055,2024-11-02 12:31:00,9457,5,2,512,0.05,13
100056,2024-11-02 05:38:00,6975,4,3,621,0.1,7
100057,2024-11-02 13:36:00,9320,33,3,453,0.0,5
100058,2024-11-03 18:22:00,7220,41,3,227,0.1,10
100059,2024-11-03 22:28:00,9277,7,2,288,0.1,10
100060,2024-11-03 05:26:00,7397,26,3,236,0.05,11
100061,2024-11-03 12:27:00,3586,19,1,249,0.05,4
100062,2024-11-03 19:59:00,9829,41,3,227,0.1,10
100063,2024-11-03 10:27:00,5854,21,2,284,0.1,10
100064,2024-11-03 02:40:00,742,10,4,206,0.1,9
100065,2024-11-03 13:13:00,3752,14,2,272,0.05,11
100066,2024-11-04 00:00:00,7345,39,4,460,0.05,1
100067,2024-11-03 10:07:00,2896,14,1,272,0.1,10
100068,2024-11-03 13:13:00,2460,46,1,293,0.1,1
100069,2024-11-03 00:17:00,8883,20,5,206,0.05,10
100070,2024-11-03 05:59:00,364,8,1,283,0.05,12
100071,2024-11-03 19:09:00,78,42,1,235,0.0,5
100072,2024-11-03 02:32:00,9755,5,1,512,0.05,4
100073,2024-11-03 15:02:00,435,9,2,271,0.1,1
100074,2024-11-03 03:16:00,6645,38,2,494,0.0,5
100075,2024-11-03 04:03:00,1213,59,2,1557,0.05,5
100076,2024-11-03 13:04:00,8427,48,3,297,0.05,3
100077,2024-11-03 10:26:00,2306,27,2,245,0.1,3
