transaction_id,purchase_datetime,customer_id,product_id,quantity,unit_price,discount_rate,store_id
1,2023-01-01 16:51:00,304,28,1,205,0.05,10
2,2023-01-01 23:49:00,427,49,1,204,0.0,12
3,2023-01-01 10:43:00,3843,10,1,206,0.1,4
4,2023-01-01 19:45:00,1875,51,1,1003,0.0,15
5,2023-01-01 06:11:00,513,28,1,205,0.0,4
6,2023-01-01 14:36:00,9277,3,6,521,0.05,11
7,2023-01-01 11:39:00,8401,8,2,283,0.05,10
8,2023-01-01 15:51:00,1033,52,1,1357,0.0,2
9,2023-01-01 11:54:00,3843,48,2,297,0.1,3
10,2023-01-01 10:41:00,841,20,2,206,0.1,3
11,2023-01-01 12:47:00,7904,7,2,288,0.0,5
12,2023-01-01 14:22:00,8287,55,1,2794,0.05,4
13,2023-01-01 00:11:00,8703,52,1,1357,0.05,5
14,2023-01-01 16:14:00,5201,16,1,255,0.05,10
15,2023-01-01 09:43:00,3134,25,3,237,0.0,14
16,2023-01-01 16:21:00,888,10,1,206,0.0,13
17,2023-01-01 02:52:00,1026,49,3,204,0.05,5
18,2023-01-01 11:44:00,9088,58,3,2886,0.05,3
19,2023-01-01 19:09:00,217,21,2,284,0.05,3
20,2023-01-01 17:21:00,3115,49,3,204,0.1,8
21,2023-01-01 19:24:00,2516,58,2,2886,0.05,6
22,2023-01-01 13:32:00,5976,29,2,260,0.0,7
23,2023-01-01 15:21:00,7996,7,3,288,0.05,10
24,2023-01-01 19:15:00,2882,48,1,297,0.1,14
25,2023-01-01 09:33:00,1902,3,1,521,0.05,11
26,2023-01-01 04:59:00,7731,9,1,271,0.0,5
27,2023-01-01 01:18:00,4377,30,4,268,0.0,5
28,2023-01-01 16:35:00,1050,25,3,237,0.0,4
29,2023-01-01 01:22:00,6255,36,2,385,0.1,1
30,2023-01-01 00:17:00,9460,28,1,205,0.0,1
31,2023-01-01 08:02:00,675,59,1,1557,0.0,5
32,2023-01-01 19:59:00,9618,58,3,2886,0.1,15
33,2023-01-01 10:38:00,8406,48,1,297,0.05,6
34,2023-01-01 15:58:00,6973,55,1,2794,0.05,14
35,2023-01-01 20:28:00,8592,31,1,672,0.1,1
36,2023-01-01 00:09:00,7291,53,3,2402,0.1,15
37,2023-01-01 00:41:00,335,43,1,215,0.0,5
38,2023-01-01 16:49:00,566,20,3,206,0.05,5
39,2023-01-01 04:27:00,8556,20,2,206,0.05,10
40,2023-01-01 12:10:00,6278,5,2,512,0.1,4
41,2023-01-01 12:05:00,3109,49,3,204,0.05,12
42,2023-01-01 01:34:00,6884,25,1,237,0.05,5
43,2023-01-01 06:52:00,8185,6,1,263,0.0,4
44,2023-01-01 17:51:00,430,46,3,293,0.05,10
45,2023-01-01 08:35:00,6014,49,3,204,0.0,5
46,2023-01-01 17:49:00,4151,15,4,224,0.0,12
47,2023-01-01 22:10:00,9952,40,1,302,0.0,8
48,2023-01-01 22:21:00,2752,2,2,552,0.05,15
49,2023-01-01 05:05:00,3940,15,1,224,0.0,10
50,2023-01-01 04:25:00,928,40,3,302,0.0,3
51,2023-01-01 15:17:00,1654,26,4,236,0.05,12
52,2023-01-01 01:07:00,8371,54,1,1427,0.0,15
53,2023-01-02 00:00:00,2543,1,4,783,0.05,11
54,2023-01-01 11:06:00,7327,43,3,215,0.0,9
55,2023-01-01 05:35:00,4594,8,1,283,0.1,6
56,2023-01-01 02:16:00,344,2,1,552,0.1,13
57,2023-01-01 04:16:00,7896,36,1,385,0.05,5
58,2023-01-01 14:04:00,8966,47,4,248,0.1,10
59,2023-01-01 05:46:00,1317,11,1,256,0.0,15
60,2023-01-01 15:17:00,1534,39,2,460,0.1,4
61,2023-01-01 12:53:00,5537,55,1,2794,0.1,5
62,2023-01-01 22:39:00,995,10,4,206,0.1,8
63,2023-01-01 07:58:00,6642,10,2,206,0.0,8
64,2023-01-01 05:39:00,119,17,2,233,0.1,3
65,2023-01-01 19:03:00,8954,6,6,263,0.1,7
66,2023-01-01 19:38:00,7746,58,3,2886,0.05,13
67,2023-01-01 07:02:00,6278,27,4,245,0.05,1
68,2023-01-01 02:35:00,1644,40,2,302,0.1,1
69,2023-01-01 16:27:00,4366,22,3,276,0.05,2
70,2023-01-01 10:50:00,2748,14,2,272,0.1,3
71,2023-01-01 00:36:00,7721,15,2,224,0.0,7
72,2023-01-01 01:50:00,9469,25,2,237,0.05,9
73,2023-01-01 18:13:00,2275,22,2,276,0.05,8
74,2023-01-01 12:50:00,3069,39,1,460,0.1,12
75,2023-01-01 10:38:00,5196,15,3,224,0.0,4
76,2023-01-01 06:35:00,9246,2,2,552,0.0,15
77,2023-01-01 21:47:00,9779,27,3,245,0.1,5
78,2023-01-01 17:34:00,9006,19,1,249,0.0,1
79,2023-01-01 09:21:00,3387,6,1,263,0.05,9
80,2023-01-01 21:47:00,633,23,2,227,0.1,1
81,2023-01-01 12:44:00,7788,43,1,215,0.1,15
82,2023-01-01 11:18:00,5272,51,3,1003,0.0,2
83,2023-01-01 09:24:00,5928,9,1,271,0.0,4
84,2023-01-01 22:42:00,1036,8,2,283,0.1,4
85,2023-01-01 04:15:00,82,6,4,263,0.1,3
86,2023-01-01 15:40:00,1913,44,5,294,0.05,7
87,2023-01-01 06:27:00,5917,40,2,302,0.1,9
88,2023-01-01 23:30:00,12,3,1,521,0.0,13
89,2023-01-02 23:25:00,7992,1,1,783,0.05,3
90,2023-01-02 00:39:00,2566,47,4,248,0.1,10
91,2023-01-02 20:55:00,9646,54,3,1427,0.0,1
92,2023-01-02 22:42:00,116,33,4,453,0.1,6
93,2023-01-02 17:46:00,3704,40,3,302,0.0,2
94,2023-01-02 23:18:00,2626,27,5,245,0.1,10
95,2023-01-02 07:38:00,1967,12,2,259,0.05,5
96,2023-01-02 17:34:00,9716,54,1,1427,0.1,8
97,2023-01-02 12:56:00,1460,9,3,271,0.05,5
98,2023-01-02 19:29:00,1624,46,3,293,0.0,1
99,2023-01-02 20:48:00,862,43,3,215,0.0,1
100,2023-01-02 14:08:00,8443,38,3,494,0.1,4
101,2023-01-02 04:54:00,3278,4,4,621,0.0,5
102,2023-01-02 17:00:00,6847,28,3,205,0.0,10
103,2023-01-02 00:41:00,1813,26,1,236,0.1,2
104,2023-01-02 07:41:00,3351,6,1,263,0.1,6
105,2023-01-02 04:43:00,8198,16,1,255,0.0,10
106,2023-01-02 19:10:00,7104,18,3,230,0.05,5
107,2023-01-02 22:59:00,4123,39,4,460,0.0,5
108,2023-01-02 05:19:00,695,57,3,2664,0.0,8
109,2023-01-02 18:38:00,6654,35,2,550,0.1,11
